TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET,Meta_venta,MES_ID,VENTA_TOTAL
117,1,C,Base,87.62,11,11,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,480000,202308,498811.46
117,1,C,Base,87.62,11,11,25.71883,-100.19133,Hogar Reunión,UT_DENSIDAD,TRAIN,480000,202310,321829.66
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202405,1184104.71
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202401,856786.03
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202404,969621.38
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202406,1020410.99
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202304,897538.33
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202312,930468.14
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202411,1009181.77
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202412,492032.74
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202311,861331.91
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202407,1078114.96
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202307,1091986.25
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202402,886548.71
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202308,1074914.72
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202301,774231.42
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202403,987035.02
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202309,1164776.09
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202303,892973.12
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202305,947389.7
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202306,1052899.69
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202310,945641.65
682,1,C,Hogar,90.7,13,0,25.66952,-100.20744,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202302,744811.72
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202402,426048.33
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202306,1418670.59
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202403,787495.57
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202301,1156174.76
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202307,1493230.59
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202412,121380.24
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202407,854536.6
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202303,1156087.06
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202311,372434.93
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202404,815608.0
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202405,864583.47
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202406,750539.15
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202308,1321291.8
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202411,294103.63
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202305,1235743.96
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202310,488276.53
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202401,323220.52
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202309,1519884.56
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202302,1058391.22
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202304,1150757.07
275,1,C,Hogar,95.3,13,6,25.73766,-100.16116,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202312,439180.36
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202304,438380.52
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202412,182077.04
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202402,337475.28
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202301,354649.93
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202401,229911.51
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202311,408456.12
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202312,432625.69
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202404,421974.11
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202302,364702.19
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202305,435677.01
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202405,493956.93
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202407,452462.97
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202308,502092.16
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202309,537798.68
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202411,360957.83
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202406,415231.45
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202310,423456.91
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202306,503525.22
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202403,410822.24
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202303,403508.92
684,1,C,Base,116.07,13,0,25.70486,-100.15613,Oficinistas,UT_GAS_URBANA,TRAIN,480000,202307,495530.01
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202405,1420999.22
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202304,1231169.28
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202309,1374679.01
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202312,1201845.15
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202401,1206394.45
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202307,1397286.44
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202404,1269771.19
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202403,1289818.36
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202311,1087836.89
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202305,1417642.47
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202412,551264.93
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202407,1245261.83
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202306,1520226.11
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202302,1203018.62
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202308,1268040.69
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202303,1350013.31
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202310,1155453.47
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202411,1144231.78
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202406,1171690.36
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202402,1116033.83
694,1,C,Receso,78.48,13,0,25.67955,-100.24328,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,202301,1191326.76
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202405,1859575.82
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202304,1482853.6
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202301,1299028.43
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202312,1660871.16
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202411,1304442.17
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202406,1598171.94
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202407,1563757.18
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202308,1720858.81
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202404,1631819.4
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202303,1430285.02
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202305,1571214.27
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202310,1612856.47
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202412,585550.61
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202403,1684284.57
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202306,1647104.96
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202401,1523288.26
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202311,1452685.79
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202309,1917060.92
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202402,1460754.27
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202302,1251217.15
272,1,C,Hogar,100.58,12,7,25.70058,-100.2018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202307,1627122.72
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202405,1175130.66
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202311,849436.9
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202406,1052221.55
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202310,963629.7
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202412,462359.75
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202302,668178.83
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202308,1081636.37
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202309,1135881.85
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202312,938594.57
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202411,994743.19
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202307,994175.26
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202407,892607.62
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202301,731958.24
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202403,1040581.87
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202404,1010391.08
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202303,787877.28
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202306,994292.97
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202401,1014869.27
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202402,926401.12
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202305,835138.28
702,1,C,Hogar,73.24,13,0,25.67344,-100.26084,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,202304,800641.97
704,1,C,Base,107.23,13,0,25.68419,-100.22138,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,202404,1052094.97
704,1,C,Base,107.23,13,0,25.68419,-100.22138,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,202406,991247.21
704,1,C,Base,107.23,13,0,25.68419,-100.22138,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,202402,935329.12
704,1,C,Base,107.23,13,0,25.68419,-100.22138,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,202312,1124746.11
704,1,C,Base,107.23,13,0,25.68419,-100.22138,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,202306,1115329.21
704,1,C,Base,107.23,13,0,25.68419,-100.22138,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,202308,1220172.39
704,1,C,Base,107.23,13,0,25.68419,-100.22138,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,202401,1054721.13
704,1,C,Base,107.23,13,0,25.68419,-100.22138,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,202309,1258228.07
704,1,C,Base,107.23,13,0,25.68419,-100.22138,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,202411,937232.3
704,1,C,Base,107.23,13,0,25.68419,-100.22138,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,202403,1073834.24
704,1,C,Base,107.23,13,0,25.68419,-100.22138,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,202303,961422.62
704,1,C,Base,107.23,13,0,25.68419,-100.22138,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,202407,997394.98
