TIENDA_ID,LATITUD_NUM,LONGITUD_NUM,estado,municipio,cp
45,25.60885,-100.15186,Nuevo León,JUAREZ ,67280
46,25.58484,-99.98952,Nuevo León,CADEREYTA JIMENEZ ,67480
47,24.86497,-99.561,Nuevo León,LINARES ,67755
48,25.19349,-99.83942,Nuevo León,MONTEMORELOS ,67500
49,25.39686,-100.13477,Nuevo León,SANTIAGO ,67329
51,24.85599,-99.53781,Nuevo León,LINARES ,67750
52,25.65314,-100.1115,Nuevo León,JUAREZ ,67267
53,25.15216,-99.84832,Nuevo Leon,MONTEMORELOS ,67535
54,25.18022,-99.83248,Nuevo León,MONTEMORELOS ,67580
55,25.47078,-100.17538,Nuevo León,SANTIAGO ,67300
56,25.67128,-100.08602,Nuevo León,JUAREZ ,67267
57,25.24865,-99.97038,Nuevo León,MONTEMORELOS ,67610
58,25.1883,-99.83526,Nuevo León,MONTEMORELOS ,67530
59,25.25199,-99.70225,Nuevo León,GRAL. TERAN ,67400
61,25.79335,-99.17981,Nuevo León,GRAL. BRAVO ,67000
62,25.64195,-100.11259,Nuevo León,JUAREZ ,67265
63,25.66645,-100.10365,Nuevo León,JUAREZ ,67250
64,25.58841,-100.00187,Nuevo León,CADEREYTA JIMENEZ ,67480
65,24.8592,-99.55032,Nuevo León,LINARES ,67755
66,25.18693,-99.82255,Nuevo León,MONTEMORELOS ,67500
67,25.67955,-100.11205,Nuevo León,JUAREZ ,67288
68,25.64911,-100.1431,Nuevo León,JUAREZ ,67277
69,25.61119,-100.17794,Nuevo León,JUAREZ ,67286
71,25.58097,-100.00314,Nuevo León,CADEREYTA JIMENEZ ,67480
72,25.60005,-99.99983,Nuevo León,CADEREYTA JIMENEZ ,67483
73,25.59638,-100.02602,Nuevo León,JUAREZ ,67450
74,25.58452,-100.00093,Nuevo León,CADEREYTA JIMENEZ ,67480
75,24.86431,-99.57059,Nuevo León,LINARES ,67700
76,25.6064,-100.16801,Nuevo León,JUAREZ ,67286
77,25.22275,-99.93358,Nuevo León,MONTEMORELOS ,67608
78,25.68897,-100.11577,Nuevo León,JUAREZ ,67258
79,24.8547,-99.56993,Nuevo León,LINARES ,67700
81,25.56297,-99.97865,Nuevo León,CADEREYTA JIMENEZ ,67484
82,24.85338,-99.55459,Nuevo León,LINARES ,67790
83,25.5778,-100.01034,Nuevo León,CADEREYTA JIMENEZ ,67485
84,25.40713,-100.13747,Nuevo León,SANTIAGO ,67320
85,25.64717,-100.09112,Nuevo León,JUAREZ ,67250
86,25.68957,-100.11101,Nuevo León,JUAREZ ,67258
87,24.87257,-99.57919,Nuevo León,LINARES ,67700
88,25.3844,-100.11426,Nuevo León,SANTIAGO ,67328
89,25.64365,-100.08587,Nuevo León,JUAREZ ,67250
91,24.86346,-99.52436,Nuevo León,LINARES ,67750
92,25.28406,-100.01023,Nuevo León,ALLENDE ,67350
93,25.61114,-100.04841,Nuevo León,CADEREYTA JIMENEZ ,67486
94,25.2663,-100.00712,Nuevo León,ALLENDE ,67350
95,24.86121,-99.5874,Nuevo León,LINARES ,67700
96,25.64882,-100.11601,Nuevo León,JUAREZ ,67275
97,25.19287,-99.82562,Nuevo León,MONTEMORELOS ,67500
98,24.8886,-99.67181,Nuevo León,HUALAHUISES ,67890
99,24.8691,-99.55367,Nuevo León,LINARES ,67716
101,25.6252,-100.11314,Nuevo León,JUAREZ ,67250
102,25.20612,-99.83051,Nuevo León,MONTEMORELOS ,67500
103,25.30148,-100.03258,Nuevo León,ALLENDE ,67350
104,25.66592,-100.09583,Nuevo León,JUAREZ ,67250
105,25.18256,-99.81497,Nuevo León,MONTEMORELOS ,67599
106,25.20434,-99.84566,Nuevo León,MONTEMORELOS ,67515
107,24.88132,-99.55085,Nuevo León,LINARES ,67701
108,25.28456,-100.01976,Nuevo León,ALLENDE ,67350
109,25.6497,-100.07945,Nuevo León,JUAREZ ,67254
111,25.58972,-99.99443,Nuevo León,CADEREYTA JIMENEZ ,67480
112,25.63771,-100.14633,Nuevo León,JUAREZ ,67280
113,25.6422,-100.27802,Nuevo León,MONTERREY ,64860
114,25.27831,-100.02243,Nuevo León,ALLENDE ,67350
115,25.78965,-100.14666,Nuevo León,APODACA ,66627
116,25.65226,-100.2795,Nuevo León,MONTERREY ,64830
117,25.71883,-100.19133,Nuevo León,GUADALUPE ,67113
118,25.608,-100.27007,Nuevo León,MONTERREY ,64950
119,25.65988,-100.29136,Nuevo León,MONTERREY ,64810
121,25.64548,-100.29303,Nuevo León,MONTERREY ,64840
122,25.60406,-100.2678,Nuevo León,MONTERREY ,64968
123,25.50882,-100.19437,Nuevo León,SANTIAGO ,67302
124,25.46137,-100.17089,Nuevo León,SANTIAGO ,67318
125,25.69017,-100.25164,Nuevo León,MONTERREY ,64720
126,25.69107,-100.21261,Nuevo León,GUADALUPE ,2108
127,25.66474,-100.20913,Nuevo León,GUADALUPE ,67180
128,25.65119,-100.19772,Nuevo León,GUADALUPE ,67194
129,25.6808,-100.24372,Nuevo León,GUADALUPE ,67150
131,25.64911,-100.26649,Nuevo León,GUADALUPE ,67174
132,25.64953,-100.384,Nuevo León,SAN PEDRO GARZA GARCIA ,66244
133,25.66034,-100.28202,Nuevo León,MONTERREY ,64800
134,25.66256,-100.36801,Nuevo León,SAN PEDRO GARZA GARCIA ,66220
135,25.69272,-100.25433,Nuevo León,GUADALUPE ,67123
136,25.77565,-100.26596,Nuevo León,APODACA ,66635
137,25.78499,-100.25311,Nuevo León,APODACA ,66612
138,25.65744,-100.36574,Nuevo León,SAN PEDRO GARZA GARCIA ,66220
139,25.63525,-100.37125,Nuevo León,SAN PEDRO GARZA GARCIA ,66290
141,25.68098,-100.23912,Nuevo León,GUADALUPE ,67150
142,25.7783,-100.18404,Nuevo León,APODACA ,66600
143,25.62531,-100.29113,Nuevo León,MONTERREY ,64898
144,24.88035,-99.58588,Nuevo León,LINARES ,67735
145,25.66404,-100.21449,Nuevo León,GUADALUPE ,67185
146,25.65478,-100.38306,Nuevo León,SAN PEDRO GARZA GARCIA ,66240
147,25.65384,-100.28962,Nuevo León,MONTERREY ,64700
148,25.62791,-100.36239,Nuevo León,SAN PEDRO GARZA GARCIA ,66295
149,25.60031,-100.26577,Nuevo León,MONTERREY ,64960
151,25.62241,-100.28827,Nuevo León,MONTERREY ,64920
152,25.66861,-100.24023,Nuevo León,GUADALUPE ,67175
153,25.18819,-99.82875,Nuevo León,MONTEMORELOS ,67500
154,25.67178,-100.28287,Nuevo León,MONTERREY ,64800
155,25.59048,-100.00025,Nuevo León,CADEREYTA JIMENEZ ,67480
156,25.67567,-100.22221,Nuevo León,GUADALUPE ,67180
157,25.63502,-100.36374,Nuevo León,SAN PEDRO GARZA GARCIA ,66254
158,25.64524,-100.27484,Nuevo León,MONTERREY ,64850
159,25.66725,-100.27725,Nuevo León,MONTERREY ,64800
161,25.66865,-100.40311,Nuevo León,SAN PEDRO GARZA GARCIA ,66239
162,25.6743,-100.40425,Nuevo León,SAN PEDRO GARZA GARCIA ,66210
163,25.64966,-100.18897,Nuevo León,GUADALUPE ,67198
164,25.73369,-100.19908,Nuevo León,APODACA ,66634
165,25.65304,-100.28399,Nuevo León,MONTERREY ,64830
166,25.79733,-100.24907,Nuevo León,APODACA ,66612
167,25.64782,-100.27427,Nuevo León,MONTERREY ,64835
168,25.85564,-100.23961,Nuevo León,APODACA ,66616
169,25.65122,-100.33959,Nuevo León,SAN PEDRO GARZA GARCIA ,66260
171,25.66523,-100.34199,Nuevo León,MONTERREY ,64710
172,25.19135,-99.81539,Nuevo León,MONTEMORELOS ,67550
173,25.6217,-100.29776,Nuevo León,MONTERREY ,64920
174,25.62244,-100.28191,Nuevo León,MONTERREY ,64790
175,25.64811,-100.32974,Nuevo León,SAN PEDRO GARZA GARCIA ,66260
176,25.63944,-100.27006,Nuevo León,MONTERREY ,64850
177,25.64667,-100.29488,Nuevo León,MONTERREY ,64740
178,25.66035,-100.38279,Nuevo León,SAN PEDRO GARZA GARCIA ,66220
179,25.60124,-100.26406,Nuevo León,MONTERREY ,64890
181,25.6296,-100.27825,Nuevo León,MONTERREY ,64660
182,25.68312,-100.2139,Nuevo León,GUADALUPE ,67160
183,25.18675,-99.83461,Nuevo León,MONTEMORELOS ,67530
184,25.62076,-100.28546,Nuevo León,MONTERREY ,64930
185,25.66474,-100.38099,Nuevo León,SAN PEDRO GARZA GARCIA ,66220
186,25.40545,-100.13366,Nuevo León,SANTIAGO ,67320
187,25.59232,-100.0127,Nuevo León,LINARES ,67700
188,25.68763,-100.24615,Nuevo León,GUADALUPE ,67150
189,25.5929,-99.99295,Nuevo León,CADEREYTA JIMENEZ ,67480
191,25.69273,-100.24576,Nuevo León,GUADALUPE ,67125
192,25.59289,-100.01045,Nuevo León,CADEREYTA JIMENEZ ,67480
193,25.73871,-100.18913,Nuevo León,APODACA ,66633
194,25.42277,-100.14712,Nuevo León,SANTIAGO ,67300
195,25.57531,-100.00992,Nuevo León,CADEREYTA JIMENEZ ,67485
196,25.56563,-100.23929,Nuevo León,MONTERREY ,64989
197,25.27938,-100.02285,Nuevo León,ALLENDE ,67350
198,25.64738,-100.09982,Nuevo León,JUAREZ ,67267
199,25.72332,-100.19058,Nuevo León,GUADALUPE ,67113
201,25.18989,-99.82471,Nuevo León,MONTEMORELOS ,67500
202,25.82094,-100.22097,Nuevo León,APODACA ,66607
203,25.74875,-100.22658,Nuevo León,APODACA ,66632
204,25.65211,-100.37786,Nuevo León,SAN PEDRO GARZA GARCIA ,66220
205,25.42426,-100.15199,Nuevo León,SANTIAGO ,67302
206,25.45105,-100.16215,Nuevo León,SANTIAGO ,67318
207,25.65248,-100.36226,Nuevo León,SAN PEDRO GARZA GARCIA ,66220
208,25.49461,-100.18759,Nuevo León,SANTIAGO ,67302
209,25.26578,-100.00734,Nuevo León,ALLENDE ,67350
211,25.74447,-100.17476,Nuevo León,APODACA ,66640
212,25.69344,-100.1831,Nuevo León,GUADALUPE ,67116
213,25.41392,-100.14064,Nuevo León,SANTIAGO ,67322
214,25.66708,-100.2804,Nuevo León,MONTERREY ,64800
215,24.86443,-99.57326,Nuevo León,LINARES ,67700
216,25.62346,-100.17471,Nuevo León,JUAREZ ,67286
217,25.79035,-100.26302,Nuevo León,APODACA ,66612
218,25.43097,-100.15274,Nuevo León,SANTIAGO ,67310
219,25.4797,-100.17906,Nuevo León,SANTIAGO ,67300
221,25.65854,-100.35639,Nuevo León,SAN PEDRO GARZA GARCIA ,66220
222,25.6544,-100.29456,Nuevo León,MONTERREY ,64700
223,25.66976,-100.23605,Nuevo León,GUADALUPE ,67175
224,25.1895,-99.83821,Nuevo León,MONTEMORELOS ,67510
225,25.65933,-100.1462,Nuevo León,JUAREZ ,67257
226,24.85948,-99.56629,Nuevo León,LINARES ,67700
227,24.85589,-99.56377,Nuevo León,LINARES ,67700
228,25.37839,-100.11195,Nuevo León,SANTIAGO ,67328
229,25.27826,-100.01964,Nuevo León,ALLENDE ,67350
231,25.70295,-100.25852,Nuevo León,GUADALUPE ,67124
232,25.60058,-99.97002,Nuevo León,CADEREYTA JIMENEZ ,67483
233,25.6675,-100.17705,Nuevo León,GUADALUPE ,67190
234,25.65389,-100.34217,Nuevo León,SAN PEDRO GARZA GARCIA ,66260
235,25.78424,-100.26629,Nuevo León,APODACA ,66635
236,25.60325,-100.25761,Nuevo León,MONTERREY ,64898
237,25.64791,-100.29759,Nuevo León,MONTERREY ,64740
238,25.67126,-100.15907,Nuevo León,GUADALUPE ,67196
239,25.76451,-100.2572,Nuevo León,APODACA ,66635
241,25.67252,-100.35968,Nuevo León,MONTERREY ,64710
242,25.65538,-100.29421,Nuevo León,MONTERREY ,64700
243,25.63751,-100.31216,Nuevo León,MONTERREY ,64753
244,25.80301,-100.22456,Nuevo León,APODACA ,66610
245,25.73065,-100.18657,Nuevo León,APODACA ,66633
246,25.64233,-100.27841,Nuevo León,MONTERREY ,64860
247,25.69494,-100.21911,Nuevo León,GUADALUPE ,67117
248,25.70751,-100.19946,Nuevo León,GUADALUPE ,67115
249,25.64624,-100.09664,Nuevo León,JUAREZ ,67267
251,25.66742,-100.28471,Nuevo León,MONTERREY ,64800
252,25.6321,-100.27243,Nuevo León,MONTERREY ,64860
253,25.72968,-100.17269,Nuevo León,APODACA ,66648
254,25.66872,-100.2344,Nuevo León,GUADALUPE ,67180
255,25.77606,-100.25501,Nuevo León,APODACA ,66635
256,25.65545,-100.12373,Nuevo León,JUAREZ ,67267
257,25.66678,-100.16033,Nuevo León,GUADALUPE ,67205
258,25.58928,-100.25288,Nuevo León,MONTERREY ,64984
259,25.67765,-100.2596,Nuevo León,GUADALUPE ,67100
261,25.66352,-100.40939,Nuevo León,SAN PEDRO GARZA GARCIA ,66230
262,25.65916,-100.36804,Nuevo León,SAN PEDRO GARZA GARCIA ,66220
263,25.67809,-100.16256,Nuevo León,GUADALUPE ,67196
264,25.68144,-100.16911,Nuevo León,GUADALUPE ,67196
265,25.78422,-100.19039,Nuevo León,APODACA ,66600
266,25.76677,-100.20124,Nuevo León,APODACA ,66612
267,25.67022,-100.18105,Nuevo León,GUADALUPE ,67190
268,25.69481,-100.23052,Nuevo León,GUADALUPE ,67110
269,25.77694,-100.25638,Nuevo León,APODACA ,66635
271,25.63876,-100.38256,Nuevo León,SAN PEDRO GARZA GARCIA ,66280
272,25.70058,-100.2018,Nuevo León,GUADALUPE ,67118
273,25.76794,-100.24138,Nuevo León,APODACA ,66630
274,25.56632,-100.23881,Nuevo León,MONTERREY ,64989
275,25.73766,-100.16116,Nuevo León,APODACA ,66644
276,25.66113,-100.39875,Nuevo León,SAN PEDRO GARZA GARCIA ,66200
277,25.27453,-100.01677,Nuevo León,ALLENDE ,67350
278,25.65557,-100.08114,Nuevo León,JUAREZ ,67254
279,25.67484,-100.24412,Nuevo León,GUADALUPE ,67155
281,25.69659,-100.25507,Nuevo León,GUADALUPE ,67123
282,24.85018,-99.5719,Nuevo León,LINARES ,67779
283,25.76396,-100.24963,Nuevo León,APODACA ,66636
284,25.53601,-100.21905,Nuevo León,MONTERREY ,64985
285,25.64192,-100.26826,Nuevo León,GUADALUPE ,67173
286,25.65147,-100.10713,Nuevo León,JUAREZ ,67260
287,25.58131,-100.25847,Nuevo León,MONTERREY ,64989
288,25.67442,-100.20493,Nuevo León,GUADALUPE ,67184
289,25.70314,-100.23122,Nuevo León,GUADALUPE ,67129
291,25.68419,-100.24388,Nuevo León,GUADALUPE ,67150
292,25.72188,-100.20232,Nuevo León,GUADALUPE ,67112
293,25.64159,-100.09377,Nuevo León,ALLENDE ,67350
294,25.65195,-100.08189,Nuevo León,JUAREZ ,67254
295,25.65979,-100.39622,Nuevo León,SAN PEDRO GARZA GARCIA ,66200
296,25.66105,-100.25257,Nuevo León,GUADALUPE ,67176
297,25.63888,-100.17997,Nuevo León,JUAREZ ,67257
298,25.67933,-100.24593,Nuevo León,GUADALUPE ,67150
299,25.68426,-100.21374,Nuevo León,GUADALUPE ,67164
301,25.64824,-100.1831,Nuevo León,GUADALUPE ,67193
302,25.67635,-100.26692,Nuevo León,GUADALUPE ,67100
303,25.65706,-100.38443,Nuevo León,SAN PEDRO GARZA GARCIA ,66220
304,25.78333,-100.22558,Nuevo León,APODACA ,66630
305,25.6634,-100.1497,Nuevo León,GUADALUPE ,67196
306,25.67946,-100.2584,Nuevo León,GUADALUPE ,67100
307,25.66859,-100.26665,Nuevo León,GUADALUPE ,67140
308,25.64252,-100.33347,Nuevo León,SAN PEDRO GARZA GARCIA ,66277
309,25.65671,-100.36253,Nuevo León,SAN PEDRO GARZA GARCIA ,66220
311,25.59757,-100.26299,Nuevo León,MONTERREY ,64970
312,25.64689,-100.17775,Nuevo León,GUADALUPE ,67193
313,25.66092,-100.1955,Nuevo León,GUADALUPE ,67190
314,25.67509,-100.26958,Nuevo León,GUADALUPE ,67100
315,25.65235,-100.26606,Nuevo León,GUADALUPE ,67174
316,25.65519,-100.35268,Nuevo León,SAN PEDRO GARZA GARCIA ,66267
317,25.66909,-100.26294,Nuevo León,GUADALUPE ,67140
318,25.74066,-100.16799,Nuevo León,APODACA ,66640
319,25.83017,-100.24536,Nuevo León,APODACA ,66614
321,25.70853,-100.15266,Nuevo León,APODACA ,66647
322,25.65836,-100.22371,Nuevo León,GUADALUPE ,67185
323,25.65474,-100.19161,Nuevo León,GUADALUPE ,67198
324,25.69969,-100.21334,Nuevo León,GUADALUPE ,67118
325,25.68066,-100.1747,Nuevo León,GUADALUPE ,67190
326,25.7292,-100.17807,Nuevo León,APODACA ,66649
327,25.67151,-100.25856,Nuevo León,GUADALUPE ,67100
328,25.69583,-100.23188,Nuevo León,GUADALUPE ,67139
329,25.70334,-100.239,Nuevo León,GUADALUPE ,67129
331,25.67091,-100.39667,Nuevo León,SAN PEDRO GARZA GARCIA ,66228
332,25.69665,-100.14323,Nuevo Leon,GUADALUPE ,67114
333,25.57929,-100.2484,Nuevo León,MONTERREY ,64984
334,25.77734,-100.18229,Nuevo León,APODACA ,66603
335,25.68401,-100.17951,Nuevo León,GUADALUPE ,67169
336,25.63963,-100.28821,Nuevo León,MONTERREY ,64740
337,25.66014,-100.28657,Nuevo León,MONTERREY ,64800
338,25.61578,-100.27783,Nuevo León,MONTERREY ,64930
339,25.77858,-100.12156,Nuevo León,APODACA ,66600
341,25.66711,-100.29076,Nuevo León,MONTERREY ,64810
342,25.65693,-100.17219,Nuevo León,GUADALUPE ,67196
343,25.6585,-100.1898,Nuevo León,GUADALUPE ,67145
344,25.65219,-100.20159,Nuevo León,GUADALUPE ,67183
345,25.64527,-100.37938,Nuevo León,SAN PEDRO GARZA GARCIA ,66256
346,25.74205,-100.19846,Nuevo León,APODACA ,66634
347,25.62776,-100.15437,Nuevo León,JUAREZ ,67250
348,25.69414,-100.1901,Nuevo León,GUADALUPE ,67116
349,25.65609,-100.33998,Nuevo León,SAN PEDRO GARZA GARCIA ,66266
351,25.67929,-100.26519,Nuevo León,GUADALUPE ,67100
352,25.74532,-100.17814,Nuevo León,APODACA ,66645
353,25.75508,-100.1333,Nuevo León,APODACA ,66643
354,25.65599,-100.18227,Nuevo León,GUADALUPE ,67195
355,25.66743,-100.25439,Nuevo León,GUADALUPE ,67140
356,25.66098,-100.26814,Nuevo León,GUADALUPE ,67140
357,25.64439,-100.18586,Nuevo León,GUADALUPE ,67190
358,25.70128,-100.16365,Nuevo León,GUADALUPE ,67113
359,25.79337,-100.23526,Nuevo León,APODACA ,66612
361,25.71936,-100.16773,Nuevo León,APODACA ,66648
362,25.81464,-100.217,Nuevo León,APODACA ,66607
363,25.81966,-100.25688,Nuevo León,APODACA ,66613
364,25.74235,-100.21792,Nuevo León,APODACA ,66633
365,25.6751,-100.21091,Nuevo León,GUADALUPE ,67189
366,25.66606,-100.26935,Nuevo León,GUADALUPE ,67140
367,25.64841,-100.28547,Nuevo León,MONTERREY ,64840
368,25.76541,-100.14872,Nuevo León,APODACA ,66646
369,25.76323,-100.14641,Nuevo León,APODACA ,66646
371,25.77614,-100.18724,Nuevo León,APODACA ,66600
372,25.65999,-100.23217,Nuevo León,GUADALUPE ,67100
373,25.75829,-100.13589,Nuevo León,APODACA ,66643
374,25.72258,-100.14044,Nuevo León,APODACA ,66647
375,25.58959,-100.24934,Nuevo León,MONTERREY ,64988
376,25.74147,-100.15877,Nuevo León,APODACA ,66640
377,25.67398,-100.19056,Nuevo León,GUADALUPE ,67190
378,25.63521,-100.19571,Nuevo León,GUADALUPE ,67197
379,25.66388,-100.20391,Nuevo León,GUADALUPE ,67190
381,25.78953,-100.19482,Nuevo León,APODACA ,66605
382,25.70592,-100.1009,Nuevo León,SANTIAGO ,67329
383,25.70929,-100.10361,Nuevo León,PESQUERIA ,66670
384,25.70345,-100.09608,Nuevo León,PESQUERIA ,66670
385,25.71077,-100.09625,Nuevo León,PESQUERIA ,66670
386,25.70686,-100.09634,Nuevo León,PESQUERIA ,66670
387,25.75882,-100.17007,Nuevo León,APODACA ,66646
388,25.82395,-100.12135,Nuevo León,PESQUERIA ,66655
389,25.74648,-100.19411,Nuevo León,APODACA ,66634
391,25.65676,-100.38827,Nuevo León,SAN PEDRO GARZA GARCIA ,66220
392,25.78061,-100.18968,Nuevo León,APODACA ,66600
393,25.82126,-100.10702,Nuevo León,PESQUERIA ,66655
394,25.81771,-100.1078,Nuevo León,PESQUERIA ,66655
395,25.67661,-100.24879,Nuevo León,GUADALUPE ,67144
396,25.56043,-100.232,Nuevo León,MONTERREY ,64985
397,25.6812,-100.17201,Nuevo León,GUADALUPE ,67134
398,25.76204,-100.13888,Nuevo León,APODACA ,66643
399,25.8141,-100.25587,Nuevo León,APODACA ,66613
401,25.71205,-100.16304,Nuevo León,APODACA ,66647
402,25.72369,-100.16661,Nuevo León,APODACA ,66648
403,25.8132,-100.10732,Nuevo León,PESQUERIA ,66655
404,25.67993,-100.25752,Nuevo León,GUADALUPE ,67100
405,25.67513,-100.19265,Nuevo León,GUADALUPE ,67188
406,25.6645,-100.26545,Nuevo León,GUADALUPE ,67140
407,25.73733,-100.20671,Nuevo León,APODACA ,66633
408,25.60873,-100.26883,Nuevo León,MONTERREY ,64890
409,25.66723,-100.22505,Nuevo León,GUADALUPE ,67170
411,25.70931,-100.1846,Nuevo León,GUADALUPE ,67114
412,25.80539,-100.21943,Nuevo León,APODACA ,66610
413,25.62891,-100.29645,Nuevo León,MONTERREY ,64764
414,25.57829,-100.24148,Nuevo León,MONTERREY ,64984
415,25.74753,-100.15064,Nuevo León,APODACA ,66646
416,25.65194,-100.18565,Nuevo León,GUADALUPE ,67193
417,25.66245,-100.23941,Nuevo León,GUADALUPE ,67175
418,25.75359,-100.15279,Nuevo León,APODACA ,12242
419,25.65289,-100.34605,Nuevo León,SAN PEDRO GARZA GARCIA ,66264
421,25.65846,-100.16494,Nuevo León,GUADALUPE ,67195
422,25.87785,-100.25374,Nuevo León,SALINAS VICTORIA ,65516
423,25.6728,-100.23769,Nuevo León,GUADALUPE ,67175
424,25.6241,-100.29509,Nuevo León,MONTERREY ,64900
425,25.73241,-100.17578,Nuevo León,APODACA ,66640
426,25.77853,-100.18607,Nuevo León,APODACA ,66600
427,25.73371,-100.18386,Nuevo León,APODACA ,66633
428,25.79502,-100.21742,Nuevo León,APODACA ,66610
429,25.66419,-100.33111,Nuevo León,MONTERREY ,64710
431,25.66744,-100.2239,Nuevo León,GUADALUPE ,67185
432,25.81587,-100.26231,Nuevo León,APODACA ,66613
433,25.70933,-100.23586,Nuevo León,GUADALUPE ,67129
434,25.78113,-100.25848,Nuevo León,APODACA ,66636
435,25.65787,-100.40572,Nuevo León,SAN PEDRO GARZA GARCIA ,66200
436,25.54982,-100.22381,Nuevo León,MONTERREY ,64985
437,25.6505,-100.19497,Nuevo León,GUADALUPE ,67194
438,25.69605,-100.21036,Nuevo León,GUADALUPE ,67118
439,25.71549,-100.20702,Nuevo León,GUADALUPE ,67110
441,25.72353,-100.17124,Nuevo León,APODACA ,66648
442,25.65022,-100.2928,Nuevo León,MONTERREY ,64700
443,25.65795,-100.43849,Nuevo León,SANTA CATARINA ,66196
444,25.5866,-100.24493,Nuevo León,MONTERREY ,64988
445,25.65845,-100.28419,Nuevo León,MONTERREY ,64700
446,25.68774,-100.18129,Nuevo León,GUADALUPE ,67169
447,25.73034,-100.16336,Nuevo León,APODACA ,66648
448,25.77803,-100.17311,Nuevo León,APODACA ,66603
449,25.74115,-100.22425,Nuevo León,APODACA ,66633
451,25.78324,-100.0539,Nuevo León,PESQUERIA ,66650
452,25.62589,-100.27324,Nuevo León,MONTERREY ,64860
453,25.74442,-100.16092,Nuevo León,APODACA ,66640
454,25.68396,-100.17319,Nuevo León,GUADALUPE ,67134
455,25.73055,-100.18982,Nuevo León,APODACA ,66633
456,25.74066,-100.1661,Nuevo León,APODACA ,66640
457,25.73088,-100.15723,Nuevo León,APODACA ,66640
458,25.70524,-100.20732,Nuevo León,GUADALUPE ,67110
459,25.73927,-100.14431,Nuevo León,APODACA ,60629
461,25.76057,-100.2168,Nuevo León,APODACA ,66632
462,25.7795,-100.1882,Nuevo León,APODACA ,66600
463,25.66278,-100.17165,Nuevo León,GUADALUPE ,67195
464,25.70318,-100.24274,Nuevo León,PESQUERIA ,66655
465,25.77893,-100.25511,Nuevo León,APODACA ,66636
466,25.65171,-100.19697,Nuevo León,MONTERREY ,64650
467,25.82195,-100.23402,Nuevo León,APODACA ,66614
468,25.82092,-100.23078,Nuevo León,CARMEN ,66583
469,25.67482,-100.19868,Nuevo León,GUADALUPE ,67190
471,25.65677,-100.33659,Nuevo León,SAN PEDRO GARZA GARCIA ,66266
472,25.65847,-100.36536,Nuevo León,SAN PEDRO GARZA GARCIA ,66220
473,26.08988,-99.61414,Nuevo León,CERRALVO ,65900
474,25.71698,-100.13154,Nuevo León,APODACA ,66647
475,26.21838,-99.48379,Nuevo León,GRAL. TREVIN_O ,65850
476,25.65174,-100.16009,Nuevo León,GUADALUPE ,67199
477,25.69536,-100.117,Nuevo León,JUAREZ ,67258
478,25.63906,-100.18691,Nuevo León,GUADALUPE ,67197
479,25.78114,-100.18658,Nuevo León,APODACA ,66600
