tienda_id,plaza_cve,nivelsocioeconomico_des,entorno_des,mts2ventas_num,puertasrefrig_num,cajonesestacionamiento_num,segmento_maestro_desc,lid_ubicacion_tienda,dataset,meta_venta,porcentaje_cumplimiento,venta_promedio,dist_cerca,latitud_num,longitud_num,num_escuelas,num_abarrotes,num_super,num_farmacia,num_oficina,num_establecimientos,num_gasolinera
292,1,C,Hogar,114,13,11,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000,100,1375956.9814285715,853.336463339699,25.72188,-100.20232,5,9,1,0,0,132,2
291,1,C,Hogar,108.91,13,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1310242.5538095238,377.71429551555207,25.68419,-100.24388,7,5,0,1,0,133,0
731,1,C,Base,117.97,15,9.00887573964497,Hogar Reunión,UT_GAS_URBANA,TRAIN,480000,95.2,804187.0176190475,221.11302565455344,25.67493,-100.20706,1,8,0,1,0,118,1
289,1,C,Hogar,114.04,13,9,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000,90.5,701430.5838095238,718.819135353531,25.70314,-100.23122,5,2,0,1,0,153,1
288,1,D,Base,104,13,11,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,95.2,827004.6514285714,221.11302565455344,25.67442,-100.20493,2,7,1,1,0,134,1
667,1,C,Hogar,122.19,13,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,980900.4780952381,591.7558932524462,25.73719,-100.15527,2,7,3,0,0,85,0
668,1,C,Hogar,93.08,13,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,90.5,957173.1257142858,296.99522138390535,25.72812,-100.18563,2,24,0,1,0,139,1
285,1,A,Hogar,130.46,13,7,Clásico,UT_DENSIDAD,TRAIN,490000,100,2078949.0528571429,329.92108063663125,25.64192,-100.26826,6,2,0,1,0,51,0
671,1,C,Base,114.21,13,9.00887573964497,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,100,1072566.2980952382,219.34079116367658,25.67863,-100.26725,0,5,0,2,2,194,3
674,1,C,Hogar,114.34,13,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,979873.2380952381,119.45349964304789,25.69528,-100.20643,4,31,0,1,0,203,0
281,1,BC,Hogar,121.54,13,8,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1781733.5138095238,437.15488826898894,25.69659,-100.25507,8,4,0,0,0,95,0
677,1,C,Hogar,110.81,13,8.639344262295081,Parada Técnica,UT_DENSIDAD,TRAIN,490000,81,544402.7857142857,380.87125789481036,25.68325,-100.23067,3,8,0,1,0,144,1
834,1,C,Hogar,101.33,13,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,84.6,570505.6484615385,389.14955367252134,25.70647,-100.22508,8,1,0,0,0,84,0
792,1,C,Peatonal,87.25,11.516483516483516,7.285714285714286,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,420000,90.5,694875.571904762,18.36492615677116,25.67762,-100.25978,15,3,0,3,0,320,2
164,1,CD,Base,18.72,12,9,Hogar Reunión,UT_GAS_URBANA,TRAIN,480000,95.2,1038173.8404761904,557.1918218250038,25.73369,-100.19908,3,8,1,0,0,131,1
231,1,CD,Hogar,116.5,13,9,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000,100,1138031.1833333333,758.7426187193114,25.70295,-100.25852,3,4,0,0,0,79,0
823,1,C,Hogar,108.66,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,87.5,702649.719375,371.24954035586217,25.66404,-100.23363,4,14,0,0,0,100,0
824,1,C,Hogar,97.92,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,57.1,532329.7607142858,396.30880462849956,25.7371,-100.16613,4,11,0,0,0,63,0
182,1,BC,Hogar,111.9,13,5,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1535507.800952381,127.91531563972836,25.68312,-100.2139,5,14,0,1,0,146,0
223,1,BC,Hogar,128.96,12,9,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000,100,1347746.9661904762,110.94320206412448,25.66976,-100.23605,3,6,0,3,0,197,1
828,1,C,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,54.5,481181.35,303.66013403894414,25.6678,-100.2209,8,23,0,2,0,214,0
832,1,C,Hogar,66.04,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,45.5,451285.7090909091,110.94320206412448,25.66925,-100.237,4,6,0,3,0,212,1
245,1,D,Hogar,116,10,8,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,90.5,879354.341904762,296.99522138390535,25.73065,-100.18657,1,9,0,1,0,117,1
188,1,BC,Receso,95.3,13,7,Parada Técnica,UT_GAS_URBANA,TRAIN,516000,95.2,770365.3847619047,445.53440730156984,25.68763,-100.24615,1,2,0,0,0,35,1
191,1,CD,Receso,131.5,11,8.91304347826087,Clásico,UT_GAS_URBANA,TRAIN,516000,38.1,454438.0538095238,331.16433134186224,25.69273,-100.24576,5,6,1,0,1,245,1
847,1,C,Hogar,100.4,13,9.00887573964497,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000,0,250339.0390909091,499.3376992525156,25.71567,-100.1601,0,5,0,0,0,14,0
193,1,CD,Hogar,95.54,10,9,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,971142.1385714286,550.9616509486107,25.73871,-100.18913,11,21,2,1,0,222,0
212,1,CD,Base,134.24,12,10,Parada Técnica,UT_CARRETERA_GAS,TRAIN,480000,100,1731331.8152380954,347.23241039862313,25.69344,-100.1831,0,10,0,0,0,43,0
211,1,C,Hogar,127.62,12,11,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1260740.0138095238,234.23724007664222,25.74447,-100.17476,5,6,1,1,0,97,2
199,1,CD,Base,113,11,11,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,85.7,656658.9542857143,505.45245048966837,25.72332,-100.19058,7,12,1,2,1,260,1
873,1,C,Receso,58.12,11.77310924369748,8.639344262295081,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,516000,0,183363.58000000002,359.1844825948457,25.69741,-100.13975,0,1,0,0,0,6,1
254,1,C,Hogar,113,12,7,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000,95.2,952636.9466666667,185.48897245201297,25.66872,-100.2344,6,10,0,3,0,188,1
735,1,C,Hogar,83.57,12,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1263278.9647619047,774.6375105972633,25.71611,-100.18296,6,15,0,0,0,119,0
746,1,C,Hogar,104.1,15,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,659437.3280952381,896.4634056683508,25.6867,-100.19352,2,9,0,1,0,84,0
141,1,BC,Hogar,98.5,11,6,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,90.5,1224569.7785714285,446.6764798212099,25.68098,-100.23912,7,3,1,0,0,190,0
259,1,C,Base,99.08,10,7.285714285714286,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,480000,90.5,627209.910952381,18.36492615677116,25.67765,-100.2596,15,4,0,3,0,314,1
753,1,C,Hogar,103.64,14,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,725700.7514285714,249.44372013057435,25.72788,-100.18008,1,23,0,0,0,141,0
754,1,C,Hogar,119.75,15,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,90.5,765839.700952381,188.02223551802413,25.71732,-100.19217,4,9,0,1,0,85,0
145,1,BC,Hogar,112.5,13,6,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,1041933.7885714286,284.05908628252354,25.66404,-100.21449,2,7,1,1,0,164,0
765,1,C,Hogar,94.42,13,7.285714285714286,Oficinistas,UT_DENSIDAD,TRAIN,490000,100,1619241.3033333332,621.9944206695991,25.69325,-100.23738,3,1,2,0,0,90,0
766,1,C,Base,118.52,15,9.00887573964497,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,100,986274.0023809524,127.2998727446681,25.72372,-100.14054,0,0,0,0,0,17,0
395,1,C,Hogar,79.55,10,4,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1161940.0404761904,417.14667568593785,25.67661,-100.24879,3,9,1,0,0,129,0
253,1,C,Hogar,117,12,11,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,878176.3042857143,333.9616730534912,25.72968,-100.17269,0,17,0,0,0,225,0
769,1,C,Base,108.8,15,7.285714285714286,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,480000,95.2,993960.428095238,1030.9340484831534,25.69461,-100.17078,0,0,0,0,0,23,2
152,1,BC,Hogar,102.1,13,8,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1057375.7638095238,331.8162385728962,25.66861,-100.24023,4,6,0,0,0,141,0
783,1,C,Hogar,114.47,14,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,90.5,806711.5357142857,710.2036074733197,25.6989,-100.1506,0,0,0,0,0,5,0
789,1,C,Hogar,100.7,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,761465.8823809524,788.3629841465015,25.71404,-100.17443,0,3,0,0,0,28,0
248,1,CD,Base,100.28,13,7,Oficinistas,UT_GAS_URBANA,TRAIN,480000,95.2,852313.0857142857,806.359353406589,25.70751,-100.19946,2,1,1,0,0,73,1
156,1,BC,Hogar,115,11,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,1150550.617142857,495.6652524947014,25.67567,-100.22221,0,7,0,0,0,108,0
247,1,D,Hogar,104.6,13,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,944772.310952381,499.90012607507117,25.69494,-100.21911,3,12,0,1,0,177,0
474,1,C,Hogar,115.79,13,11,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,749780.0985714286,758.0905830961492,25.71698,-100.13154,5,5,0,0,0,32,0
453,1,C,Base,107.02,13,8,Hogar Reunión,UT_GAS_URBANA,TRAIN,480000,95.2,887672.2385714286,392.8329401472268,25.74442,-100.16092,4,0,0,0,0,48,1
455,1,C,Hogar,119.51,13,7,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,38.1,476428.43904761906,326.10538173703156,25.73055,-100.18982,5,7,1,0,0,148,1
366,1,C,Hogar,100,10,7,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000,90.5,876869.9295238096,390.7803891078158,25.66606,-100.26935,5,4,1,0,1,172,4
365,1,C,Base,97.54,13,5,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,480000,100,1287667.0552380953,386.7279385551119,25.6751,-100.21091,4,10,0,0,0,114,2
456,1,C,Hogar,127.9,13,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,1018558.8757142858,189.51625677858442,25.74066,-100.1661,4,3,0,1,0,77,0
457,1,C,Hogar,81.3,10,7,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,802586.6657142857,610.5319448170609,25.73088,-100.15723,8,11,1,1,0,113,0
458,1,C,Hogar,101.46,13,5,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,85.7,767107.1057142857,758.7264142172731,25.70524,-100.20732,2,7,0,0,0,123,0
361,1,C,Hogar,93,12,5,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,918118.8414285714,108.44714083419196,25.719360000000002,-100.16773,1,5,0,1,0,61,1
464,1,C,Hogar,138.92,13,6,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,90.5,544095.18,375.5621201225598,25.70318,-100.24274,3,6,0,0,0,148,0
358,1,C,Base,93,10,11,Hogar Reunión,UT_GAS_URBANA,TRAIN,480000,90.5,732835.4895238095,573.948700527278,25.70128,-100.16365,6,18,1,1,0,128,1
447,1,C,Hogar,83.9,13,5,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000,71.4,597768.308095238,413.79100097209675,25.73034,-100.16336,2,9,1,0,0,109,1
356,1,C,Hogar,77,10,8,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000,100,1272193.31,475.80915927557953,25.66098,-100.26814,5,5,0,0,0,68,0
355,1,C,Hogar,90,10,6,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000,95.2,1179754.54,522.4197672660187,25.66743,-100.25439,1,3,0,0,0,30,0
484,1,C,Hogar,115.75,13,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1594541.8690476192,758.0905830961492,25.71093,-100.13501,1,12,0,0,0,133,0
493,1,C,Base,119.41,13,9,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,100,1462209.4,497.85181268927755,25.68103,-100.25271,2,15,2,0,0,282,0
352,1,C,Base,105,10,8,Parada Técnica,UT_GAS_URBANA,TRAIN,480000,95.2,1135441.1861904762,237.56320098249736,25.74532,-100.17814,1,0,1,0,0,67,2
351,1,C,Base,93,10,7,Oficinistas,UT_GAS_URBANA,TRAIN,480000,95.2,879341.0128571428,219.34079116367658,25.67929,-100.26519,1,5,0,0,0,206,4
495,1,C,Base,115.7,13,11,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,95.2,732556.6495238096,185.48897245201297,25.66923,-100.23264,6,12,0,1,0,193,1
503,1,C,Hogar,81.59,11,8,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1007551.0242857143,495.387415085676,25.67292,-100.25155,8,5,0,0,0,104,0
348,1,C,Hogar,100,10,11,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1410409.6809523809,537.2140580251283,25.69414,-100.1901,8,13,0,0,0,208,0
506,1,C,Hogar,105.66,13,8,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,922011.308095238,556.9893878550181,25.70051,-100.18745,8,17,0,0,0,163,0
401,1,C,Hogar,92.52,12,9,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000,90.5,995425.5795238095,499.3376992525156,25.71205,-100.16304,0,4,1,1,0,56,1
389,1,BC,Base,98.08,12,9,Hogar Reunión,UT_GAS_URBANA,TRAIN,480000,100,1368920.9957142856,658.3623173513205,25.74648,-100.19411,1,3,0,1,1,84,2
402,1,C,Hogar,103.27,13,9,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000,90.5,918442.9952380953,464.6727619922592,25.72369,-100.16661,0,7,1,1,0,70,0
404,1,C,Base,112.87,13,9,Oficinistas,UT_DENSIDAD,TRAIN,480000,100,1173307.4319047618,102.62429075223916,25.67993,-100.25752,5,9,0,3,0,224,1
406,1,C,Hogar,76.69,10,5,Clásico,UT_DENSIDAD,TRAIN,490000,85.7,882119.7361904762,112.4349808643209,25.6645,-100.26545,3,8,2,0,1,227,3
407,1,C,Base,118.47,13,7,Oficinistas,UT_GAS_URBANA,TRAIN,480000,85,819077.0405,458.9172787502941,25.73733,-100.20671,1,1,0,0,2,78,2
409,1,C,Hogar,95.68,13,7,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000,95.2,716089.2004761905,117.72947252852018,25.66723,-100.22505,4,14,0,1,1,194,0
411,1,C,Hogar,109.85,13,9,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000,95.2,776675.23,585.4929659156361,25.70931,-100.1846,1,3,0,0,0,47,2
417,1,C,Base,95.22,12,8,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,95.2,853535.3923809524,606.3638163950917,25.66245,-100.23941,7,9,1,2,0,175,0
423,1,C,Base,85.18,12,6,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,95.2,988610.8676190476,376.29357775308443,25.6728,-100.23769,2,8,0,0,0,73,0
635,1,C,Base,120.27,14,9.00887573964497,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,95.2,1039661.1666666666,522.4197672660187,25.6638,-100.25769,5,1,1,0,0,61,0
425,1,C,Hogar,116.15,13,7,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1645897.9752380953,424.7650277202228,25.73241,-100.17578,4,17,0,1,0,140,1
427,1,C,Hogar,122.63,13,9,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1018937.2971428571,374.2586294408174,25.73371,-100.18386,2,8,0,0,0,54,0
431,1,C,Hogar,119.24,13,8,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,965965.4052380952,117.72947252852018,25.66744,-100.2239,5,18,0,1,1,208,0
433,1,C,Base,127.4,13,10,Hogar Reunión,UT_DENSIDAD,TRAIN,480000,95.2,791452.2823809524,737.4414224721061,25.70933,-100.23586,1,1,0,0,0,92,0
438,1,C,Hogar,117.61,13,7,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,985841.9542857143,386.6378282874243,25.69605,-100.21036,1,8,0,1,0,142,1
374,1,C,Base,107.92,13,11,Hogar Reunión,UT_CARRETERA_GAS,TRAIN,480000,100,1772004.6004761904,127.2998727446681,25.72258,-100.14044,0,2,0,0,0,19,0
439,1,C,Hogar,115.55,13,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1113822.6409523808,853.336463339699,25.71549,-100.20702,1,8,0,0,0,72,0
372,1,CD,Hogar,80.56,12,11,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000,100,1511263.1742857143,474.04767923979875,25.65999,-100.23217,2,20,1,1,0,138,0
441,1,CD,Hogar,111.48,13,8,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,85.7,828993.2271428572,402.9745781830075,25.72353,-100.17124,0,7,1,1,0,68,0
446,1,C,Hogar,126.8,13,9,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1149582.7447619047,451.99086144072163,25.68774,-100.18129,0,1,0,0,0,17,0
612,1,C,Hogar,101.06,12,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,1298339.6904761905,234.23724007664222,25.74353,-100.17685,1,2,1,0,0,83,2
587,1,C,Hogar,91.25,13,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,81,770947.69,442.5770012293641,25.72789,-100.1931,5,15,1,0,0,137,0
346,1,C,Hogar,90,10,4,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,90.5,1382449.3142857142,597.4872468894342,25.74205,-100.19846,3,12,0,0,0,52,0
322,1,C,Base,100,10,9,Hogar Reunión,UT_DENSIDAD,TRAIN,480000,95.2,796464.0785714285,128.72430877432365,25.65836,-100.22371,3,15,0,0,0,165,1
321,1,C,Hogar,102,10,9,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,864469.1138095238,325.563403225844,25.70853,-100.15266,6,19,0,1,0,166,0
591,1,C,Hogar,86.41,13,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1464879.44,400.9201903822722,25.65561,-100.22113,5,13,0,0,0,158,1
302,1,CD,Base,130,13,13,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN,480000,100,1262184.2247619047,255.95867666291775,25.67635,-100.26692,4,10,0,2,2,231,0
633,1,C,Hogar,103.05,12,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,90.5,940317.1414285714,343.69566724779384,25.72512,-100.18482,6,27,0,0,0,122,0
616,1,C,Hogar,96.93,12,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,703449.2723809524,479.56935115759,25.70758,-100.16037,2,8,1,1,0,112,1
306,1,C,Base,182,13,4,Oficinistas,UT_DENSIDAD,TRAIN,480000,95.2,800833.4976190476,102.62429075223916,25.67946,-100.2584,13,5,0,3,0,248,1
307,1,C,Hogar,114,13,9,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1212867.55,376.3762545130152,25.66859,-100.26665,4,20,2,0,1,468,3
593,1,C,Hogar,111.14,13,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,855578.3495238095,522.473147868995,25.74583,-100.16589,4,1,0,0,0,44,0
509,1,C,Base,115.72,13,7,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,95.2,701062.739047619,284.05908628252354,25.66655,-100.21398,7,11,0,1,0,160,0
611,1,C,Base,115.66,13,9.166666666666666,Barrio Competido,UT_DENSIDAD,TRAIN,480000,100,1211470.4057142858,380.87125789481036,25.68666,-100.23036,4,10,0,0,0,158,1
318,1,C,Hogar,107,10,8,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,1011376,189.51625677858442,25.74066,-100.16799,4,8,0,1,0,93,0
317,1,C,Hogar,104,13,11,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1257902.5157142857,376.3762545130152,25.66909,-100.26294,4,17,1,0,1,401,0
594,1,C,Hogar,98.07,13,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,907303.0628571429,333.9616730534912,25.72671,-100.17316,2,19,1,0,0,138,0
315,1,BC,Hogar,93,10,7,Clásico,UT_DENSIDAD,TRAIN,490000,100,1128428.3038095238,363.24714613464226,25.65235,-100.26606,4,1,0,0,1,87,1
314,1,C,Base,107,13,13,Hogar Reunión,UT_DENSIDAD,TRAIN,480000,100,1260591.9147619049,174.31242181650052,25.67509,-100.26958,3,8,1,2,2,208,0
597,1,C,Hogar,110.73,14,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,1087256.0147619047,505.0506671518121,25.6714,-100.21653,2,11,0,0,0,114,0
