"tienda_id","plaza_cve","nivelsocioeconomico_des","entorno_des","mts2ventas_num","puertasrefrig_num","cajonesestacionamiento_num","segmento_maestro_desc","lid_ubicacion_tienda","dataset","meta_venta","porcentaje_cumplimiento","venta_promedio","dist_cerca","latitud_num","longitud_num","num_escuelas","num_abarrotes","num_super","num_farmacia","num_oficina","num_establecimientos","num_gasolinera","dist_se","exitoso"
125,1,"BC","Hogar",141.9,10,6,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN",490000,100,1474221.52428571,391.658322338704,25.69017,-100.25164,10,0,1,2,1,298,1,244.01,1
279,1,"C","Hogar",104.2,13,12,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1141309.02619048,508.275977136576,25.67484,-100.24412,2,4,0,0,0,33,0,544.98,1
127,1,"BC","Hogar",132,12,5,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,95.2,881887.748095238,526.694985270538,25.66474,-100.20913,0,16,0,1,0,221,1,594.09,1
706,1,"C","Hogar",120.87,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,827266.594285714,458.917278750294,25.73785,-100.20217,1,1,0,0,1,25,0,653.36,0
129,1,"BC","Base",83.99,13,10,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,95.2,844267.040476191,145.983273429841,25.6808,-100.24372,9,3,0,0,0,155,0,176.89,1
268,1,"C","Base",121.2,13,9,"Clásico","UT_GAS_URBANA","TRAIN",480000,100,1343805.59666667,177.493749972066,25.69481,-100.23052,14,0,0,0,0,83,2,830.86,1
131,1,"BC","Hogar",99.65,12,8,"Clásico","UT_DENSIDAD","TRAIN",490000,95.2,863832.078095238,363.247146134642,25.64911,-100.26649,2,0,0,1,1,81,1,204.16,1
716,1,"C","Hogar",121.21,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1178213.27904762,942.965902870907,25.7105,-100.21547,4,9,0,0,0,164,0,490.83,1
722,1,"C","Base",118.3,13,7.28571428571429,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN",480000,95.2,1155877.16238095,331.164331341862,25.69569,-100.24609,3,7,0,0,0,98,0,596.05,1
726,1,"C","Hogar",113.96,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,969842.824761905,312.267985292941,25.72278,-100.15421,0,5,0,0,0,34,0,856.36,0
135,1,"BC","Hogar",124.5,12,7,"Clásico","UT_DENSIDAD","TRAIN",490000,100,1799266.05142857,389.140311838148,25.69272,-100.25433,15,2,0,2,0,241,0,496.76,1
663,1,"C","Base",115.76,13,9.00887573964497,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,33.3,442602.903333333,108.447140834192,25.71882,-100.16863,1,5,0,1,0,57,1,157.03,0
639,1,"C","Hogar",113.85,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1106255.61619048,325.563403225844,25.71143,-100.15224,4,18,0,0,0,121,0,375.8,1
642,1,"C","Receso",88.39,13,7.28571428571429,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN",516000,81,593718.947142857,389.149553672521,25.70438,-100.22197,3,2,0,0,0,59,0,338.71,0
299,1,"C","Hogar",94,10,9,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,95.2,881021.732380952,127.915315639728,25.68426,-100.21374,6,15,0,1,0,188,0,739.4,1
298,1,"C","Peatonal",103.3,13,5,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN",420000,100,942234.233809524,266.986195234537,25.67933,-100.24593,8,5,1,0,0,145,0,76.24,1
644,1,"C","Base",105.69,13,9.00887573964497,"Hogar Reunión","UT_TRAFICO_PEATONAL","TRAIN",480000,85.7,602058.426666667,279.478271271858,25.7036,-100.15854,3,1,0,0,0,35,1,595.76,0
296,1,"C","Hogar",86,13,5,"Clásico","UT_GAS_URBANA","TRAIN",490000,100,1286958.86714286,598.029639595939,25.66105,-100.25257,1,1,0,0,0,39,1,472.18,1
652,1,"C","Base",113.23,14,8.91304347826087,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN",480000,95.2,762431.619047619,581.04678452884,25.65635,-100.26234,3,1,0,0,0,100,0,299.6,1
653,1,"C","Hogar",112.09,13,8.91304347826087,"Clásico","UT_DENSIDAD","TRAIN",490000,90.5,697016.464761905,540.771693345002,25.69885,-100.12075,0,2,0,0,0,7,0,840.53,0
292,1,"C","Hogar",114,13,11,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,100,1375956.98142857,853.336463339699,25.72188,-100.20232,5,9,1,0,0,132,2,552.16,1
291,1,"C","Hogar",108.91,13,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1310242.55380952,377.714295515552,25.68419,-100.24388,7,5,0,1,0,133,0,53.66,1
731,1,"C","Base",117.97,15,9.00887573964497,"Hogar Reunión","UT_GAS_URBANA","TRAIN",480000,95.2,804187.017619048,221.113025654553,25.67493,-100.20706,1,8,0,1,0,118,1,504.27,1
289,1,"C","Hogar",114.04,13,9,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,90.5,701430.583809524,718.819135353531,25.70314,-100.23122,5,2,0,1,0,153,1,375.32,0
288,1,"D","Base",104,13,11,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,95.2,827004.651428571,221.113025654553,25.67442,-100.20493,2,7,1,1,0,134,1,293.4,1
667,1,"C","Hogar",122.19,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,980900.478095238,591.755893252446,25.73719,-100.15527,2,7,3,0,0,85,0,898.59,1
668,1,"C","Hogar",93.08,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,957173.125714286,296.995221383905,25.72812,-100.18563,2,24,0,1,0,139,1,487.58,0
285,1,"A","Hogar",130.46,13,7,"Clásico","UT_DENSIDAD","TRAIN",490000,100,2078949.05285714,329.921080636631,25.64192,-100.26826,6,2,0,1,0,51,0,626.91,1
671,1,"C","Base",114.21,13,9.00887573964497,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,100,1072566.29809524,219.340791163677,25.67863,-100.26725,0,5,0,2,2,194,3,190.45,1
674,1,"C","Hogar",114.34,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,979873.238095238,119.453499643048,25.69528,-100.20643,4,31,0,1,0,203,0,588.11,1
281,1,"BC","Hogar",121.54,13,8,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1781733.51380952,437.154888268989,25.69659,-100.25507,8,4,0,0,0,95,0,798.24,1
677,1,"C","Hogar",110.81,13,8.63934426229508,"Parada Técnica","UT_DENSIDAD","TRAIN",490000,81,544402.785714286,380.87125789481,25.68325,-100.23067,3,8,0,1,0,144,1,35.03,0
834,1,"C","Hogar",101.33,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,84.6,570505.648461538,389.149553672521,25.70647,-100.22508,8,1,0,0,0,84,0,75.8,0
792,1,"C","Peatonal",87.25,11.5164835164835,7.28571428571429,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN",420000,90.5,694875.571904762,18.3649261567712,25.67762,-100.25978,15,3,0,3,0,320,2,14.86,0
164,1,"CD","Base",18.72,12,9,"Hogar Reunión","UT_GAS_URBANA","TRAIN",480000,95.2,1038173.84047619,557.191821825004,25.73369,-100.19908,3,8,1,0,0,131,1,471.08,1
231,1,"CD","Hogar",116.5,13,9,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,100,1138031.18333333,758.742618719311,25.70295,-100.25852,3,4,0,0,0,79,0,898.77,1
823,1,"C","Hogar",108.66,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,87.5,702649.719375,371.249540355862,25.66404,-100.23363,4,14,0,0,0,100,0,222.21,0
824,1,"C","Hogar",97.92,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,57.1,532329.760714286,396.3088046285,25.7371,-100.16613,4,11,0,0,0,63,0,795.07,0
182,1,"BC","Hogar",111.9,13,5,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1535507.80095238,127.915315639728,25.68312,-100.2139,5,14,0,1,0,146,0,611.86,1
223,1,"BC","Hogar",128.96,12,9,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,100,1347746.96619048,110.943202064124,25.66976,-100.23605,3,6,0,3,0,197,1,364.73,1
828,1,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,54.5,481181.35,303.660134038944,25.6678,-100.2209,8,23,0,2,0,214,0,461.96,0
832,1,"C","Hogar",66.04,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,45.5,451285.709090909,110.943202064124,25.66925,-100.237,4,6,0,3,0,212,1,292.75,0
245,1,"D","Hogar",116,10,8,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,879354.341904762,296.995221383905,25.73065,-100.18657,1,9,0,1,0,117,1,413.92,0
188,1,"BC","Receso",95.3,13,7,"Parada Técnica","UT_GAS_URBANA","TRAIN",516000,95.2,770365.384761905,445.53440730157,25.68763,-100.24615,1,2,0,0,0,35,1,483.83,1
191,1,"CD","Receso",131.5,11,8.91304347826087,"Clásico","UT_GAS_URBANA","TRAIN",516000,38.1,454438.053809524,331.164331341862,25.69273,-100.24576,5,6,1,0,1,245,1,414.45,0
847,1,"C","Hogar",100.4,13,9.00887573964497,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,0,250339.039090909,499.337699252516,25.71567,-100.1601,0,5,0,0,0,14,0,435.35,0
193,1,"CD","Hogar",95.54,10,9,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,971142.138571429,550.961650948611,25.73871,-100.18913,11,21,2,1,0,222,0,529.69,1
212,1,"CD","Base",134.24,12,10,"Parada Técnica","UT_CARRETERA_GAS","TRAIN",480000,100,1731331.8152381,347.232410398623,25.69344,-100.1831,0,10,0,0,0,43,0,935.47,1
211,1,"C","Hogar",127.62,12,11,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1260740.01380952,234.237240076642,25.74447,-100.17476,5,6,1,1,0,97,2,781.38,1
199,1,"CD","Base",113,11,11,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,85.7,656658.954285714,505.452450489668,25.72332,-100.19058,7,12,1,2,1,260,1,63.9,0
873,1,"C","Receso",58.12,11.7731092436975,8.63934426229508,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN",516000,0,183363.58,359.184482594846,25.69741,-100.13975,0,1,0,0,0,6,1,633.03,0
254,1,"C","Hogar",113,12,7,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,95.2,952636.946666667,185.488972452013,25.66872,-100.2344,6,10,0,3,0,188,1,173.69,1
735,1,"C","Hogar",83.57,12,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1263278.9647619,774.637510597263,25.71611,-100.18296,6,15,0,0,0,119,0,645.92,1
746,1,"C","Hogar",104.1,15,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,659437.328095238,896.463405668351,25.6867,-100.19352,2,9,0,1,0,84,0,179.33,1
141,1,"BC","Hogar",98.5,11,6,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,1224569.77857143,446.67647982121,25.68098,-100.23912,7,3,1,0,0,190,0,332.65,0
259,1,"C","Base",99.08,10,7.28571428571429,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN",480000,90.5,627209.910952381,18.3649261567712,25.67765,-100.2596,15,4,0,3,0,314,1,6.1,0
753,1,"C","Hogar",103.64,14,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,725700.751428571,249.443720130574,25.72788,-100.18008,1,23,0,0,0,141,0,892.82,1
754,1,"C","Hogar",119.75,15,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,765839.700952381,188.022235518024,25.71732,-100.19217,4,9,0,1,0,85,0,161.94,0
145,1,"BC","Hogar",112.5,13,6,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1041933.78857143,284.059086282524,25.66404,-100.21449,2,7,1,1,0,164,0,1068.23,1
765,1,"C","Hogar",94.42,13,7.28571428571429,"Oficinistas","UT_DENSIDAD","TRAIN",490000,100,1619241.30333333,621.994420669599,25.69325,-100.23738,3,1,2,0,0,90,0,1183.31,1
766,1,"C","Base",118.52,15,9.00887573964497,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,100,986274.002380952,127.299872744668,25.72372,-100.14054,0,0,0,0,0,17,0,1318.81,1
395,1,"C","Hogar",79.55,10,4,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1161940.04047619,417.146675685938,25.67661,-100.24879,3,9,1,0,0,129,0,491.19,1
253,1,"C","Hogar",117,12,11,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,878176.304285714,333.961673053491,25.72968,-100.17269,0,17,0,0,0,225,0,485.11,1
769,1,"C","Base",108.8,15,7.28571428571429,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN",480000,95.2,993960.428095238,1030.93404848315,25.69461,-100.17078,0,0,0,0,0,23,2,257.23,1
152,1,"BC","Hogar",102.1,13,8,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1057375.76380952,331.816238572896,25.66861,-100.24023,4,6,0,0,0,141,0,106.83,1
783,1,"C","Hogar",114.47,14,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,806711.535714286,710.20360747332,25.6989,-100.1506,0,0,0,0,0,5,0,104.46,0
789,1,"C","Hogar",100.7,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,761465.882380952,788.362984146502,25.71404,-100.17443,0,3,0,0,0,28,0,183.45,1
248,1,"CD","Base",100.28,13,7,"Oficinistas","UT_GAS_URBANA","TRAIN",480000,95.2,852313.085714286,806.359353406589,25.70751,-100.19946,2,1,1,0,0,73,1,532.98,1
156,1,"BC","Hogar",115,11,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1150550.61714286,495.665252494701,25.67567,-100.22221,0,7,0,0,0,108,0,445.72,1
247,1,"D","Hogar",104.6,13,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,944772.310952381,499.900126075071,25.69494,-100.21911,3,12,0,1,0,177,0,320.55,1
474,1,"C","Hogar",115.79,13,11,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,749780.098571429,758.090583096149,25.71698,-100.13154,5,5,0,0,0,32,0,1870.68,1
453,1,"C","Base",107.02,13,8,"Hogar Reunión","UT_GAS_URBANA","TRAIN",480000,95.2,887672.238571429,392.832940147227,25.74442,-100.16092,4,0,0,0,0,48,1,1172.79,1
455,1,"C","Hogar",119.51,13,7,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,38.1,476428.439047619,326.105381737032,25.73055,-100.18982,5,7,1,0,0,148,1,347.15,0
366,1,"C","Hogar",100,10,7,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,90.5,876869.92952381,390.780389107816,25.66606,-100.26935,5,4,1,0,1,172,4,212.59,0
365,1,"C","Base",97.54,13,5,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN",480000,100,1287667.0552381,386.727938555112,25.6751,-100.21091,4,10,0,0,0,114,2,155.62,1
456,1,"C","Hogar",127.9,13,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1018558.87571429,189.516256778584,25.74066,-100.1661,4,3,0,1,0,77,0,1106.15,1
457,1,"C","Hogar",81.3,10,7,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,802586.665714286,610.531944817061,25.73088,-100.15723,8,11,1,1,0,113,0,530.71,1
458,1,"C","Hogar",101.46,13,5,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,85.7,767107.105714286,758.726414217273,25.70524,-100.20732,2,7,0,0,0,123,0,92.36,0
361,1,"C","Hogar",93,12,5,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,918118.841428571,108.447140834192,25.71936,-100.16773,1,5,0,1,0,61,1,231.04,1
464,1,"C","Hogar",138.92,13,6,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,544095.18,375.56212012256,25.70318,-100.24274,3,6,0,0,0,148,0,403.78,0
358,1,"C","Base",93,10,11,"Hogar Reunión","UT_GAS_URBANA","TRAIN",480000,90.5,732835.48952381,573.948700527278,25.70128,-100.16365,6,18,1,1,0,128,1,858.28,0
447,1,"C","Hogar",83.9,13,5,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,71.4,597768.308095238,413.791000972097,25.73034,-100.16336,2,9,1,0,0,109,1,95.33,0
356,1,"C","Hogar",77,10,8,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,100,1272193.31,475.80915927558,25.66098,-100.26814,5,5,0,0,0,68,0,476.68,1
355,1,"C","Hogar",90,10,6,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,95.2,1179754.54,522.419767266019,25.66743,-100.25439,1,3,0,0,0,30,0,217.04,1
484,1,"C","Hogar",115.75,13,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1594541.86904762,758.090583096149,25.71093,-100.13501,1,12,0,0,0,133,0,1181.73,1
493,1,"C","Base",119.41,13,9,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,100,1462209.4,497.851812689278,25.68103,-100.25271,2,15,2,0,0,282,0,159.24,1
352,1,"C","Base",105,10,8,"Parada Técnica","UT_GAS_URBANA","TRAIN",480000,95.2,1135441.18619048,237.563200982497,25.74532,-100.17814,1,0,1,0,0,67,2,539.61,1
351,1,"C","Base",93,10,7,"Oficinistas","UT_GAS_URBANA","TRAIN",480000,95.2,879341.012857143,219.340791163677,25.67929,-100.26519,1,5,0,0,0,206,4,102.33,1
495,1,"C","Base",115.7,13,11,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,95.2,732556.64952381,185.488972452013,25.66923,-100.23264,6,12,0,1,0,193,1,78.42,1
503,1,"C","Hogar",81.59,11,8,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1007551.02428571,495.387415085676,25.67292,-100.25155,8,5,0,0,0,104,0,195.77,1
348,1,"C","Hogar",100,10,11,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1410409.68095238,537.214058025128,25.69414,-100.1901,8,13,0,0,0,208,0,541.42,1
506,1,"C","Hogar",105.66,13,8,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,922011.308095238,556.989387855018,25.70051,-100.18745,8,17,0,0,0,163,0,942.26,1
401,1,"C","Hogar",92.52,12,9,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,90.5,995425.579523809,499.337699252516,25.71205,-100.16304,0,4,1,1,0,56,1,347.86,0
389,1,"BC","Base",98.08,12,9,"Hogar Reunión","UT_GAS_URBANA","TRAIN",480000,100,1368920.99571429,658.36231735132,25.74648,-100.19411,1,3,0,1,1,84,2,202.66,1
402,1,"C","Hogar",103.27,13,9,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,90.5,918442.995238095,464.672761992259,25.72369,-100.16661,0,7,1,1,0,70,0,175.47,0
404,1,"C","Base",112.87,13,9,"Oficinistas","UT_DENSIDAD","TRAIN",480000,100,1173307.43190476,102.624290752239,25.67993,-100.25752,5,9,0,3,0,224,1,334.64,1
406,1,"C","Hogar",76.69,10,5,"Clásico","UT_DENSIDAD","TRAIN",490000,85.7,882119.736190476,112.434980864321,25.6645,-100.26545,3,8,2,0,1,227,3,84.18,0
407,1,"C","Base",118.47,13,7,"Oficinistas","UT_GAS_URBANA","TRAIN",480000,85,819077.0405,458.917278750294,25.73733,-100.20671,1,1,0,0,2,78,2,210.38,0
409,1,"C","Hogar",95.68,13,7,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,95.2,716089.200476191,117.72947252852,25.66723,-100.22505,4,14,0,1,1,194,0,555.36,1
411,1,"C","Hogar",109.85,13,9,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,95.2,776675.23,585.492965915636,25.70931,-100.1846,1,3,0,0,0,47,2,33.65,1
417,1,"C","Base",95.22,12,8,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,95.2,853535.392380952,606.363816395092,25.66245,-100.23941,7,9,1,2,0,175,0,157.19,1
423,1,"C","Base",85.18,12,6,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,95.2,988610.867619048,376.293577753084,25.6728,-100.23769,2,8,0,0,0,73,0,427,1
635,1,"C","Base",120.27,14,9.00887573964497,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,95.2,1039661.16666667,522.419767266019,25.6638,-100.25769,5,1,1,0,0,61,0,479.02,1
425,1,"C","Hogar",116.15,13,7,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1645897.9752381,424.765027720223,25.73241,-100.17578,4,17,0,1,0,140,1,230.14,1
427,1,"C","Hogar",122.63,13,9,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1018937.29714286,374.258629440817,25.73371,-100.18386,2,8,0,0,0,54,0,325.24,1
431,1,"C","Hogar",119.24,13,8,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,965965.405238095,117.72947252852,25.66744,-100.2239,5,18,0,1,1,208,0,490.98,1
433,1,"C","Base",127.4,13,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",480000,95.2,791452.282380952,737.441422472106,25.70933,-100.23586,1,1,0,0,0,92,0,268.59,1
438,1,"C","Hogar",117.61,13,7,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,985841.954285714,386.637828287424,25.69605,-100.21036,1,8,0,1,0,142,1,184.74,1
374,1,"C","Base",107.92,13,11,"Hogar Reunión","UT_CARRETERA_GAS","TRAIN",480000,100,1772004.60047619,127.299872744668,25.72258,-100.14044,0,2,0,0,0,19,0,1435.17,1
439,1,"C","Hogar",115.55,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1113822.64095238,853.336463339699,25.71549,-100.20702,1,8,0,0,0,72,0,376.48,1
372,1,"CD","Hogar",80.56,12,11,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,100,1511263.17428571,474.047679239799,25.65999,-100.23217,2,20,1,1,0,138,0,296.56,1
441,1,"CD","Hogar",111.48,13,8,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,85.7,828993.227142857,402.974578183008,25.72353,-100.17124,0,7,1,1,0,68,0,431.54,0
446,1,"C","Hogar",126.8,13,9,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1149582.7447619,451.990861440722,25.68774,-100.18129,0,1,0,0,0,17,0,616.09,1
612,1,"C","Hogar",101.06,12,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1298339.69047619,234.237240076642,25.74353,-100.17685,1,2,1,0,0,83,2,769.42,1
587,1,"C","Hogar",91.25,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,81,770947.69,442.577001229364,25.72789,-100.1931,5,15,1,0,0,137,0,270.59,0
346,1,"C","Hogar",90,10,4,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,1382449.31428571,597.487246889434,25.74205,-100.19846,3,12,0,0,0,52,0,829.6,0
322,1,"C","Base",100,10,9,"Hogar Reunión","UT_DENSIDAD","TRAIN",480000,95.2,796464.078571429,128.724308774324,25.65836,-100.22371,3,15,0,0,0,165,1,199.48,1
321,1,"C","Hogar",102,10,9,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,864469.113809524,325.563403225844,25.70853,-100.15266,6,19,0,1,0,166,0,217.66,1
591,1,"C","Hogar",86.41,13,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1464879.44,400.920190382272,25.65561,-100.22113,5,13,0,0,0,158,1,213.43,1
302,1,"CD","Base",130,13,13,"Hogar Reunión","UT_TRAFICO_PEATONAL","TRAIN",480000,100,1262184.2247619,255.958676662918,25.67635,-100.26692,4,10,0,2,2,231,0,405.42,1
633,1,"C","Hogar",103.05,12,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,940317.141428571,343.695667247794,25.72512,-100.18482,6,27,0,0,0,122,0,420.66,0
616,1,"C","Hogar",96.93,12,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,703449.272380952,479.56935115759,25.70758,-100.16037,2,8,1,1,0,112,1,277.53,1
306,1,"C","Base",182,13,4,"Oficinistas","UT_DENSIDAD","TRAIN",480000,95.2,800833.497619048,102.624290752239,25.67946,-100.2584,13,5,0,3,0,248,1,240.81,1
